simulation_unit_id,background_realization_id,split,truth_state,evidence_plane,gap_quality_regime,primary_metric_eligible_by_design,n_samples,duration_s,red_noise_alpha,positive_pair_qpp_fraction,true_period_sampling_spec,true_period_materialized,background_noise_materialized,synthetic_series_materialized,afino_execution_allowed_now,heldout_access_allowed_now,split_rank_sha256,challenge_rank_sha256
F3BBG_N060_A1_Q001_R094:NULL:PRIMARY,F3BBG_N060_A1_Q001_R094,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,NOT_APPLICABLE,false,false,false,false,false,ff5d709331bd48ce5fc452bdb75fe86dbefa281fd81fc9ed55f1e35b0ef2ae32,b18063685f92967805b6d2f55debae3b7e3ce7bff35e63e24a7f560a3e0b057c
F3BBG_N060_A1_Q001_R094:POS:PRIMARY,F3BBG_N060_A1_Q001_R094,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,ff5d709331bd48ce5fc452bdb75fe86dbefa281fd81fc9ed55f1e35b0ef2ae32,b18063685f92967805b6d2f55debae3b7e3ce7bff35e63e24a7f560a3e0b057c
F3BBG_N060_A1_Q001_R095:NULL:PRIMARY,F3BBG_N060_A1_Q001_R095,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,NOT_APPLICABLE,false,false,false,false,false,e28e8f0cbf0fb2928b192593fea5cdcb3fdba86903f89b6996367aee469b59d3,95f9af3a09254ac16f9560f9d9d691a2603c2db85fa3ddcc14241db7665089d9
F3BBG_N060_A1_Q001_R095:POS:PRIMARY,F3BBG_N060_A1_Q001_R095,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,e28e8f0cbf0fb2928b192593fea5cdcb3fdba86903f89b6996367aee469b59d3,95f9af3a09254ac16f9560f9d9d691a2603c2db85fa3ddcc14241db7665089d9
F3BBG_N060_A1_Q001_R096:NULL:PRIMARY,F3BBG_N060_A1_Q001_R096,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,311717bf9f2f8b5b0a541ec002f0ac8c3fb44bbbd59e55267d0f66db58366cc6,eb2d4737982e2d1a79b332fdc65153a0f3cf1e60c2f5ef44161184b8b845801e
F3BBG_N060_A1_Q001_R096:POS:PRIMARY,F3BBG_N060_A1_Q001_R096,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,311717bf9f2f8b5b0a541ec002f0ac8c3fb44bbbd59e55267d0f66db58366cc6,eb2d4737982e2d1a79b332fdc65153a0f3cf1e60c2f5ef44161184b8b845801e
F3BBG_N060_A1_Q001_R097:NULL:PRIMARY,F3BBG_N060_A1_Q001_R097,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,384e4ca2f426314217409bad7fb725f79c65e2a5d9418bc3a9b27ea0201f8f97,3bde5370ca413473b7d83aba447f62671ba4b3dc532a00982b96fcf633f358dc
F3BBG_N060_A1_Q001_R097:POS:PRIMARY,F3BBG_N060_A1_Q001_R097,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,384e4ca2f426314217409bad7fb725f79c65e2a5d9418bc3a9b27ea0201f8f97,3bde5370ca413473b7d83aba447f62671ba4b3dc532a00982b96fcf633f358dc
F3BBG_N060_A1_Q001_R098:NULL:PRIMARY,F3BBG_N060_A1_Q001_R098,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,NOT_APPLICABLE,false,false,false,false,false,df26068a141cdfd558ac2bbd3bdb09ea7a1115f0a7f2775bd6ba51f822394280,76abd9380fb579a9a857686c4f30842521ff9525a84070bd52464a91546c6de8
F3BBG_N060_A1_Q001_R098:POS:PRIMARY,F3BBG_N060_A1_Q001_R098,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,df26068a141cdfd558ac2bbd3bdb09ea7a1115f0a7f2775bd6ba51f822394280,76abd9380fb579a9a857686c4f30842521ff9525a84070bd52464a91546c6de8
F3BBG_N060_A1_Q001_R099:NULL:PRIMARY,F3BBG_N060_A1_Q001_R099,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,NOT_APPLICABLE,false,false,false,false,false,9e7b8488f036d86e0541438308f307a27a62fb87f58331aa19dd139ab2ee5c6c,cc9f19dd412ba89b98274e3cb556fb0269bd3d232ce69010e7027068c9daec8c
F3BBG_N060_A1_Q001_R099:POS:PRIMARY,F3BBG_N060_A1_Q001_R099,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,9e7b8488f036d86e0541438308f307a27a62fb87f58331aa19dd139ab2ee5c6c,cc9f19dd412ba89b98274e3cb556fb0269bd3d232ce69010e7027068c9daec8c
F3BBG_N060_A1_Q001_R100:NULL:PRIMARY,F3BBG_N060_A1_Q001_R100,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,NOT_APPLICABLE,false,false,false,false,false,c1e97f9ca4ac5cc15c992be660a5f3d808eba03c75560b0435ac0a8efa9a73a6,95e1968f79c2f4eb157002a67d9adb14fee6e9f629b20c6e2c0cf3906f1fc6c6
F3BBG_N060_A1_Q001_R100:POS:PRIMARY,F3BBG_N060_A1_Q001_R100,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.01,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,c1e97f9ca4ac5cc15c992be660a5f3d808eba03c75560b0435ac0a8efa9a73a6,95e1968f79c2f4eb157002a67d9adb14fee6e9f629b20c6e2c0cf3906f1fc6c6
F3BBG_N060_A1_Q002_R001:NULL:PRIMARY,F3BBG_N060_A1_Q002_R001,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,false,e1b2e2bfde852e36044909f75a75e6d73e05a71c06363c1f2b7849effccdc8a4,b063ceb1a600751d8d3482d3ec9ca5b5047ffccdce32135228c0cac03e67a8cc
F3BBG_N060_A1_Q002_R001:POS:PRIMARY,F3BBG_N060_A1_Q002_R001,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,e1b2e2bfde852e36044909f75a75e6d73e05a71c06363c1f2b7849effccdc8a4,b063ceb1a600751d8d3482d3ec9ca5b5047ffccdce32135228c0cac03e67a8cc
F3BBG_N060_A1_Q002_R002:NULL:PRIMARY,F3BBG_N060_A1_Q002_R002,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,48670044d40d21fb6a08b3035df0a157a897c78827450a45317cae6dbc087400,b17e8b3432ebb0f91926454c24dad212be881ec0de46f876ca86cd85bba7703a
F3BBG_N060_A1_Q002_R002:POS:PRIMARY,F3BBG_N060_A1_Q002_R002,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,48670044d40d21fb6a08b3035df0a157a897c78827450a45317cae6dbc087400,b17e8b3432ebb0f91926454c24dad212be881ec0de46f876ca86cd85bba7703a
F3BBG_N060_A1_Q002_R003:NULL:PRIMARY,F3BBG_N060_A1_Q002_R003,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,66e2eda31dcce9fe5f17084a407cd040cc0c3cec513e816470a133a39a386681,21386bf7002c9dea0c0fb999c6f9a8cebace5d7e3b683642db4bd1197cb7aad3
F3BBG_N060_A1_Q002_R003:POS:PRIMARY,F3BBG_N060_A1_Q002_R003,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,66e2eda31dcce9fe5f17084a407cd040cc0c3cec513e816470a133a39a386681,21386bf7002c9dea0c0fb999c6f9a8cebace5d7e3b683642db4bd1197cb7aad3
F3BBG_N060_A1_Q002_R003:NULL:INTERNALMASK,F3BBG_N060_A1_Q002_R003,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,false,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,66e2eda31dcce9fe5f17084a407cd040cc0c3cec513e816470a133a39a386681,21386bf7002c9dea0c0fb999c6f9a8cebace5d7e3b683642db4bd1197cb7aad3
F3BBG_N060_A1_Q002_R003:POS:INTERNALMASK,F3BBG_N060_A1_Q002_R003,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,false,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,66e2eda31dcce9fe5f17084a407cd040cc0c3cec513e816470a133a39a386681,21386bf7002c9dea0c0fb999c6f9a8cebace5d7e3b683642db4bd1197cb7aad3
F3BBG_N060_A1_Q002_R003:NULL:PEAKMASK,F3BBG_N060_A1_Q002_R003,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,false,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,66e2eda31dcce9fe5f17084a407cd040cc0c3cec513e816470a133a39a386681,21386bf7002c9dea0c0fb999c6f9a8cebace5d7e3b683642db4bd1197cb7aad3
F3BBG_N060_A1_Q002_R003:POS:PEAKMASK,F3BBG_N060_A1_Q002_R003,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,false,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,66e2eda31dcce9fe5f17084a407cd040cc0c3cec513e816470a133a39a386681,21386bf7002c9dea0c0fb999c6f9a8cebace5d7e3b683642db4bd1197cb7aad3
F3BBG_N060_A1_Q002_R004:NULL:PRIMARY,F3BBG_N060_A1_Q002_R004,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,false,b788926b1cbe0d0403dbc02ba0439644493857bcb1f5e164cc898b2810c248df,8412dcbb6593905a3afc741e1f646e808398f4fec38c0e0fba95443c863499a9
F3BBG_N060_A1_Q002_R004:POS:PRIMARY,F3BBG_N060_A1_Q002_R004,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,b788926b1cbe0d0403dbc02ba0439644493857bcb1f5e164cc898b2810c248df,8412dcbb6593905a3afc741e1f646e808398f4fec38c0e0fba95443c863499a9
F3BBG_N060_A1_Q002_R005:NULL:PRIMARY,F3BBG_N060_A1_Q002_R005,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,false,b189314fb5985ebd247c3eebf5132b597e94e25d0cb9b2ceb747978acf27c1fd,da2a440bf6752849cebad8e3cccf873030e4f3e4ab7f8ca6b1638869870ffd32
F3BBG_N060_A1_Q002_R005:POS:PRIMARY,F3BBG_N060_A1_Q002_R005,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,b189314fb5985ebd247c3eebf5132b597e94e25d0cb9b2ceb747978acf27c1fd,da2a440bf6752849cebad8e3cccf873030e4f3e4ab7f8ca6b1638869870ffd32
F3BBG_N060_A1_Q002_R006:NULL:PRIMARY,F3BBG_N060_A1_Q002_R006,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,false,bbd5d94ede9fb025bd6bbf04f9f04a8ffe2c779ac14dfb3b95d42283c4c05720,3d391c9fcb7ee086a8405a881515545dea066b4bfa6d9c210647f43702ed9055
F3BBG_N060_A1_Q002_R006:POS:PRIMARY,F3BBG_N060_A1_Q002_R006,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,bbd5d94ede9fb025bd6bbf04f9f04a8ffe2c779ac14dfb3b95d42283c4c05720,3d391c9fcb7ee086a8405a881515545dea066b4bfa6d9c210647f43702ed9055
F3BBG_N060_A1_Q002_R007:NULL:PRIMARY,F3BBG_N060_A1_Q002_R007,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,32ccac46fdec9fa5abccaf2608271f835ee57dc8b58b6f6a67099bf96d50a5c4,6a90394b41d27d10c963d0a316e835ee38026b580a494b40064c3d53a80d5709
F3BBG_N060_A1_Q002_R007:POS:PRIMARY,F3BBG_N060_A1_Q002_R007,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,32ccac46fdec9fa5abccaf2608271f835ee57dc8b58b6f6a67099bf96d50a5c4,6a90394b41d27d10c963d0a316e835ee38026b580a494b40064c3d53a80d5709
F3BBG_N060_A1_Q002_R008:NULL:PRIMARY,F3BBG_N060_A1_Q002_R008,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,false,a9ef17bc98deb43f918242ea467aeb2f4c77564dfcfeffaa9379cf004d44fea1,18366fb4824dfa37c0544dfaf83d14a186b24edfbbe14d3448575aa072291301
F3BBG_N060_A1_Q002_R008:POS:PRIMARY,F3BBG_N060_A1_Q002_R008,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,a9ef17bc98deb43f918242ea467aeb2f4c77564dfcfeffaa9379cf004d44fea1,18366fb4824dfa37c0544dfaf83d14a186b24edfbbe14d3448575aa072291301
F3BBG_N060_A1_Q002_R008:NULL:INTERNALMASK,F3BBG_N060_A1_Q002_R008,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,false,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,false,a9ef17bc98deb43f918242ea467aeb2f4c77564dfcfeffaa9379cf004d44fea1,18366fb4824dfa37c0544dfaf83d14a186b24edfbbe14d3448575aa072291301
F3BBG_N060_A1_Q002_R008:POS:INTERNALMASK,F3BBG_N060_A1_Q002_R008,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,false,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,a9ef17bc98deb43f918242ea467aeb2f4c77564dfcfeffaa9379cf004d44fea1,18366fb4824dfa37c0544dfaf83d14a186b24edfbbe14d3448575aa072291301
F3BBG_N060_A1_Q002_R008:NULL:PEAKMASK,F3BBG_N060_A1_Q002_R008,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,false,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,false,a9ef17bc98deb43f918242ea467aeb2f4c77564dfcfeffaa9379cf004d44fea1,18366fb4824dfa37c0544dfaf83d14a186b24edfbbe14d3448575aa072291301
F3BBG_N060_A1_Q002_R008:POS:PEAKMASK,F3BBG_N060_A1_Q002_R008,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,false,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,a9ef17bc98deb43f918242ea467aeb2f4c77564dfcfeffaa9379cf004d44fea1,18366fb4824dfa37c0544dfaf83d14a186b24edfbbe14d3448575aa072291301
F3BBG_N060_A1_Q002_R009:NULL:PRIMARY,F3BBG_N060_A1_Q002_R009,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,7486b52f7c80fbed3736305502ae7cd649e02c4ce6e8a486a774c1cf78d2797c,7bdb018c9dc91e36e6d17c4f92f08665d1e038decff1f9373d2bc14ddac54ebb
F3BBG_N060_A1_Q002_R009:POS:PRIMARY,F3BBG_N060_A1_Q002_R009,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,7486b52f7c80fbed3736305502ae7cd649e02c4ce6e8a486a774c1cf78d2797c,7bdb018c9dc91e36e6d17c4f92f08665d1e038decff1f9373d2bc14ddac54ebb
F3BBG_N060_A1_Q002_R010:NULL:PRIMARY,F3BBG_N060_A1_Q002_R010,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,false,e28ffc08ee788c73bbbd024c62a521d8174f8c99019a24317fed8c04b7f74420,315e5b93692d9cd799b6203378f5897d9d97f0b094a3561d87318cfb5f214871
F3BBG_N060_A1_Q002_R010:POS:PRIMARY,F3BBG_N060_A1_Q002_R010,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,false,e28ffc08ee788c73bbbd024c62a521d8174f8c99019a24317fed8c04b7f74420,315e5b93692d9cd799b6203378f5897d9d97f0b094a3561d87318cfb5f214871
F3BBG_N060_A1_Q002_R011:NULL:PRIMARY,F3BBG_N060_A1_Q002_R011,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,1e0684d50cfc2f5b9ed99f3be04cff95935bcb0afa1e7a6036755808fd035cc2,43a08bcbe682bf4ea643a247cd5fc08cb9841d91dc8551d0601a942a72f304be
F3BBG_N060_A1_Q002_R011:POS:PRIMARY,F3BBG_N060_A1_Q002_R011,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,1e0684d50cfc2f5b9ed99f3be04cff95935bcb0afa1e7a6036755808fd035cc2,43a08bcbe682bf4ea643a247cd5fc08cb9841d91dc8551d0601a942a72f304be
F3BBG_N060_A1_Q002_R012:NULL:PRIMARY,F3BBG_N060_A1_Q002_R012,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,154fa3d2c7a8daf77fd1781c3ce539c4d4a702fa0d64965748029e9fd83d07ff,28c556d4c5a8d92ae807ac855dbfa1c71727cf4b2ceb75f014e17463a58844e9
F3BBG_N060_A1_Q002_R012:POS:PRIMARY,F3BBG_N060_A1_Q002_R012,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,154fa3d2c7a8daf77fd1781c3ce539c4d4a702fa0d64965748029e9fd83d07ff,28c556d4c5a8d92ae807ac855dbfa1c71727cf4b2ceb75f014e17463a58844e9
F3BBG_N060_A1_Q002_R013:NULL:PRIMARY,F3BBG_N060_A1_Q002_R013,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,2c5366961d214a3394e1afb83a5b01a9b1e27758dd9c14db41ac70e34231ef73,75fe6458af8433f0fedccd6dabe1b145fe506c94e66c899649c14569626d5251
F3BBG_N060_A1_Q002_R013:POS:PRIMARY,F3BBG_N060_A1_Q002_R013,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,2c5366961d214a3394e1afb83a5b01a9b1e27758dd9c14db41ac70e34231ef73,75fe6458af8433f0fedccd6dabe1b145fe506c94e66c899649c14569626d5251
F3BBG_N060_A1_Q002_R014:NULL:PRIMARY,F3BBG_N060_A1_Q002_R014,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,388e6e2a979c59996f4abaaab74c5866fa88f7e0c5edcbc4000b660670f0cd07,d2a576d9b796fa2623b2b97b4f2b50b99d3ae4e2580426db0fa4ddea9932d078
F3BBG_N060_A1_Q002_R014:POS:PRIMARY,F3BBG_N060_A1_Q002_R014,DEVELOPMENT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,LOG_UNIFORM_40_300_S_CONDITIONAL_ON_duration_over_period_GE_3,false,false,false,false,NOT_APPLICABLE,388e6e2a979c59996f4abaaab74c5866fa88f7e0c5edcbc4000b660670f0cd07,d2a576d9b796fa2623b2b97b4f2b50b99d3ae4e2580426db0fa4ddea9932d078
F3BBG_N060_A1_Q002_R015:NULL:PRIMARY,F3BBG_N060_A1_Q002_R015,DEVELOPMENT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,true,60,1180.0,1.0,0.02,NOT_APPLICABLE,false,false,false,false,NOT_APPLICABLE,3be7f63e93dd750756b7789fea113edbefcfd02157cbc58b1f2229d089a13747,6ba9eebcd2c33f88dd1477a76720863b13b63ef110e88a8d8ad2a362df968b14
