rendered_value_id,artifact_id,panel_or_table_location,displayed_label,displayed_value,source_id,source_artifact,source_locator,source_value,transformation,exact_match_status
M1RV0195,M1F05,Panel A,point 6,true=42.00572317670321; recovered=40.09802756375717,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 6:true_period_s,recovered_period_s",true=42.00572317670321; recovered=40.09802756375717,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0196,M1F05,Panel B,point 6,true=42.00572317670321; relative_error=0.04541513557381317,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 6:true_period_s,relative_period_error",true=42.00572317670321; relative_error=0.04541513557381317,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0197,M1F05,Panel A,point 7,true=70.1826078007049; recovered=69.90797900280658,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 7:true_period_s,recovered_period_s",true=70.1826078007049; recovered=69.90797900280658,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0198,M1F05,Panel B,point 7,true=70.1826078007049; relative_error=0.003913060607240044,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 7:true_period_s,relative_period_error",true=70.1826078007049; relative_error=0.003913060607240044,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0199,M1F05,Panel A,point 8,true=45.61322587670629; recovered=45.902741478716344,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 8:true_period_s,recovered_period_s",true=45.61322587670629; recovered=45.902741478716344,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0200,M1F05,Panel B,point 8,true=45.61322587670629; relative_error=0.006347185414875585,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 8:true_period_s,relative_period_error",true=45.61322587670629; relative_error=0.006347185414875585,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0201,M1F05,Panel A,point 9,true=73.92477218742805; recovered=74.27001991033761,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 9:true_period_s,recovered_period_s",true=73.92477218742805; recovered=74.27001991033761,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0202,M1F05,Panel B,point 9,true=73.92477218742805; relative_error=0.0046702575157651464,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 9:true_period_s,relative_period_error",true=73.92477218742805; relative_error=0.0046702575157651464,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0203,M1F05,Panel A,point 10,true=78.09840451253184; recovered=78.26695025352483,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 10:true_period_s,recovered_period_s",true=78.09840451253184; recovered=78.26695025352483,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0204,M1F05,Panel B,point 10,true=78.09840451253184; relative_error=0.0021581201568072654,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 10:true_period_s,relative_period_error",true=78.09840451253184; relative_error=0.0021581201568072654,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0205,M1F05,Panel A,point 11,true=127.82286646492656; recovered=132.50275669885892,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 11:true_period_s,recovered_period_s",true=127.82286646492656; recovered=132.50275669885892,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0206,M1F05,Panel B,point 11,true=127.82286646492656; relative_error=0.03661230860611684,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 11:true_period_s,relative_period_error",true=127.82286646492656; relative_error=0.03661230860611684,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0207,M1F05,Panel A,point 12,true=51.9324925964754; recovered=51.79126853720372,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 12:true_period_s,recovered_period_s",true=51.9324925964754; recovered=51.79126853720372,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0208,M1F05,Panel B,point 12,true=51.9324925964754; relative_error=0.0027193776422213016,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 12:true_period_s,relative_period_error",true=51.9324925964754; relative_error=0.0027193776422213016,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0209,M1F05,Panel A,point 13,true=110.93333497773631; recovered=110.8494426148733,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 13:true_period_s,recovered_period_s",true=110.93333497773631; recovered=110.8494426148733,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0210,M1F05,Panel B,point 13,true=110.93333497773631; relative_error=0.0007562412405599092,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 13:true_period_s,relative_period_error",true=110.93333497773631; relative_error=0.0007562412405599092,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0211,M1F05,Panel A,point 14,true=110.50025428514144; recovered=110.82962147087956,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 14:true_period_s,recovered_period_s",true=110.50025428514144; recovered=110.82962147087956,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0212,M1F05,Panel B,point 14,true=110.50025428514144; relative_error=0.002980691654230972,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 14:true_period_s,relative_period_error",true=110.50025428514144; relative_error=0.002980691654230972,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0213,M1F05,Panel A,point 15,true=95.6397202696739; recovered=96.30724792558574,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 15:true_period_s,recovered_period_s",true=95.6397202696739; recovered=96.30724792558574,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0214,M1F05,Panel B,point 15,true=95.6397202696739; relative_error=0.006979606946043154,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 15:true_period_s,relative_period_error",true=95.6397202696739; relative_error=0.006979606946043154,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0215,M1F05,Panel A,point 16,true=41.855396019260276; recovered=40.0,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 16:true_period_s,recovered_period_s",true=41.855396019260276; recovered=40.0,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0216,M1F05,Panel B,point 16,true=41.855396019260276; relative_error=0.0443287173392528,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 16:true_period_s,relative_period_error",true=41.855396019260276; relative_error=0.0443287173392528,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0217,M1F05,Panel A,point 17,true=64.97422075733968; recovered=65.60476967099231,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 17:true_period_s,recovered_period_s",true=64.97422075733968; recovered=65.60476967099231,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0218,M1F05,Panel B,point 17,true=64.97422075733968; relative_error=0.009704601398877157,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 17:true_period_s,relative_period_error",true=64.97422075733968; relative_error=0.009704601398877157,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0219,M1F05,Panel A,point 18,true=98.57306210580624; recovered=101.58441178057552,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 18:true_period_s,recovered_period_s",true=98.57306210580624; recovered=101.58441178057552,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0220,M1F05,Panel B,point 18,true=98.57306210580624; relative_error=0.03054941796915022,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 18:true_period_s,relative_period_error",true=98.57306210580624; relative_error=0.03054941796915022,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0221,M1F05,Panel A,point 19,true=62.27863878083842; recovered=63.28242479057704,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 19:true_period_s,recovered_period_s",true=62.27863878083842; recovered=63.28242479057704,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0222,M1F05,Panel B,point 19,true=62.27863878083842; relative_error=0.016117661358511556,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 19:true_period_s,relative_period_error",true=62.27863878083842; relative_error=0.016117661358511556,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0223,M1F05,Panel A,point 20,true=45.87256546628876; recovered=45.62497512615886,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 20:true_period_s,recovered_period_s",true=45.87256546628876; recovered=45.62497512615886,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0224,M1F05,Panel B,point 20,true=45.87256546628876; relative_error=0.005397351066223992,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 20:true_period_s,relative_period_error",true=45.87256546628876; relative_error=0.005397351066223992,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0225,M1F05,Panel A,point 21,true=96.88638943667776; recovered=97.0858414488431,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 21:true_period_s,recovered_period_s",true=96.88638943667776; recovered=97.0858414488431,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0226,M1F05,Panel B,point 21,true=96.88638943667776; relative_error=0.0020586174521003728,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 21:true_period_s,relative_period_error",true=96.88638943667776; relative_error=0.0020586174521003728,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0227,M1F05,Panel A,point 22,true=57.77484052056487; recovered=57.37239803963139,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 22:true_period_s,recovered_period_s",true=57.77484052056487; recovered=57.37239803963139,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0228,M1F05,Panel B,point 22,true=57.77484052056487; relative_error=0.006965704748076829,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 22:true_period_s,relative_period_error",true=57.77484052056487; relative_error=0.006965704748076829,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0229,M1F05,Panel A,point 23,true=55.703735393922564; recovered=56.365023925292995,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 23:true_period_s,recovered_period_s",true=55.703735393922564; recovered=56.365023925292995,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0230,M1F05,Panel B,point 23,true=55.703735393922564; relative_error=0.011871529381180055,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 23:true_period_s,relative_period_error",true=55.703735393922564; relative_error=0.011871529381180055,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0231,M1F05,Panel A,point 24,true=48.281247926244674; recovered=48.681206176006484,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 24:true_period_s,recovered_period_s",true=48.281247926244674; recovered=48.681206176006484,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0232,M1F05,Panel B,point 24,true=48.281247926244674; relative_error=0.00828392526996802,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 24:true_period_s,relative_period_error",true=48.281247926244674; relative_error=0.00828392526996802,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0233,M1F05,Panel A,point 25,true=72.16413080351703; recovered=73.46457420453162,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 25:true_period_s,recovered_period_s",true=72.16413080351703; recovered=73.46457420453162,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0234,M1F05,Panel B,point 25,true=72.16413080351703; relative_error=0.018020634164573224,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 25:true_period_s,relative_period_error",true=72.16413080351703; relative_error=0.018020634164573224,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0235,M1F05,Panel A,point 26,true=60.015496717961824; recovered=59.96567218052997,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 26:true_period_s,recovered_period_s",true=60.015496717961824; recovered=59.96567218052997,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0236,M1F05,Panel B,point 26,true=60.015496717961824; relative_error=0.0008301945356879981,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 26:true_period_s,relative_period_error",true=60.015496717961824; relative_error=0.0008301945356879981,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0237,M1F05,Panel A,point 27,true=44.89240308233687; recovered=44.95852143093258,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 27:true_period_s,recovered_period_s",true=44.89240308233687; recovered=44.95852143093258,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0238,M1F05,Panel B,point 27,true=44.89240308233687; relative_error=0.0014728182065558166,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 27:true_period_s,relative_period_error",true=44.89240308233687; relative_error=0.0014728182065558166,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0239,M1F05,Panel A,point 28,true=91.59599411909257; recovered=92.766139754904,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 28:true_period_s,recovered_period_s",true=91.59599411909257; recovered=92.766139754904,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0240,M1F05,Panel B,point 28,true=91.59599411909257; relative_error=0.012775074358492367,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 28:true_period_s,relative_period_error",true=91.59599411909257; relative_error=0.012775074358492367,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0241,M1F05,Panel A,point 29,true=65.45538087686019; recovered=65.8253105802962,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 29:true_period_s,recovered_period_s",true=65.45538087686019; recovered=65.8253105802962,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0242,M1F05,Panel B,point 29,true=65.45538087686019; relative_error=0.0056516316684789465,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 29:true_period_s,relative_period_error",true=65.45538087686019; relative_error=0.0056516316684789465,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0243,M1F05,Panel A,point 30,true=59.15656134150425; recovered=60.21132665546577,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 30:true_period_s,recovered_period_s",true=59.15656134150425; recovered=60.21132665546577,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0244,M1F05,Panel B,point 30,true=59.15656134150425; relative_error=0.01783006466302994,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 30:true_period_s,relative_period_error",true=59.15656134150425; relative_error=0.01783006466302994,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0245,M1F05,Panel A,point 31,true=54.13791662813515; recovered=55.05301655664503,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 31:true_period_s,recovered_period_s",true=54.13791662813515; recovered=55.05301655664503,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0246,M1F05,Panel B,point 31,true=54.13791662813515; relative_error=0.016903124196587627,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 31:true_period_s,relative_period_error",true=54.13791662813515; relative_error=0.016903124196587627,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0247,M1F05,Panel A,point 32,true=81.26060171891605; recovered=82.97243765280385,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 32:true_period_s,recovered_period_s",true=81.26060171891605; recovered=82.97243765280385,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0248,M1F05,Panel B,point 32,true=81.26060171891605; relative_error=0.021066001206945437,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 32:true_period_s,relative_period_error",true=81.26060171891605; relative_error=0.021066001206945437,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0249,M1F05,Panel A,point 33,true=111.22019279844473; recovered=111.56754264138937,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 33:true_period_s,recovered_period_s",true=111.22019279844473; recovered=111.56754264138937,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0250,M1F05,Panel B,point 33,true=111.22019279844473; relative_error=0.003123082546477075,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 33:true_period_s,relative_period_error",true=111.22019279844473; relative_error=0.003123082546477075,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0251,M1F05,Panel A,point 34,true=82.68400332168468; recovered=82.62407020788733,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 34:true_period_s,recovered_period_s",true=82.68400332168468; recovered=82.62407020788733,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0252,M1F05,Panel B,point 34,true=82.68400332168468; relative_error=0.0007248453314988245,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 34:true_period_s,relative_period_error",true=82.68400332168468; relative_error=0.0007248453314988245,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0253,M1F05,Panel A,point 35,true=46.24417884696904; recovered=46.492558659723,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 35:true_period_s,recovered_period_s",true=46.24417884696904; recovered=46.492558659723,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0254,M1F05,Panel B,point 35,true=46.24417884696904; relative_error=0.005371050345080124,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 35:true_period_s,relative_period_error",true=46.24417884696904; relative_error=0.005371050345080124,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0255,M1F05,Panel A,point 36,true=54.68286904128952; recovered=54.030091005176004,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 36:true_period_s,recovered_period_s",true=54.68286904128952; recovered=54.030091005176004,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0256,M1F05,Panel B,point 36,true=54.68286904128952; relative_error=0.01193752353448431,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 36:true_period_s,relative_period_error",true=54.68286904128952; relative_error=0.01193752353448431,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0257,M1F05,Panel A,point 37,true=97.34003044205475; recovered=97.2312308756138,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 37:true_period_s,recovered_period_s",true=97.34003044205475; recovered=97.2312308756138,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0258,M1F05,Panel B,point 37,true=97.34003044205475; relative_error=0.0011177268585889483,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 37:true_period_s,relative_period_error",true=97.34003044205475; relative_error=0.0011177268585889483,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0259,M1F05,Panel A,point 38,true=48.174883681097796; recovered=47.509124073547476,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 38:true_period_s,recovered_period_s",true=48.174883681097796; recovered=47.509124073547476,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0260,M1F05,Panel B,point 38,true=48.174883681097796; relative_error=0.013819641204687379,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 38:true_period_s,relative_period_error",true=48.174883681097796; relative_error=0.013819641204687379,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0261,M1F05,Panel A,point 39,true=47.94059143656636; recovered=48.20042738084215,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 39:true_period_s,recovered_period_s",true=47.94059143656636; recovered=48.20042738084215,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0262,M1F05,Panel B,point 39,true=47.94059143656636; relative_error=0.005419957002816707,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 39:true_period_s,relative_period_error",true=47.94059143656636; relative_error=0.005419957002816707,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0263,M1F05,Panel A,point 40,true=41.94107001062492; recovered=40.0,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 40:true_period_s,recovered_period_s",true=41.94107001062492; recovered=40.0,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0264,M1F05,Panel B,point 40,true=41.94107001062492; relative_error=0.04628088911735415,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 40:true_period_s,relative_period_error",true=41.94107001062492; relative_error=0.04628088911735415,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0265,M1F05,Panel A,point 41,true=66.48408099565913; recovered=65.74758172092646,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 41:true_period_s,recovered_period_s",true=66.48408099565913; recovered=65.74758172092646,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0266,M1F05,Panel B,point 41,true=66.48408099565913; relative_error=0.0110778289133718,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 41:true_period_s,relative_period_error",true=66.48408099565913; relative_error=0.0110778289133718,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0267,M1F05,Panel A,point 42,true=68.78831389407493; recovered=68.35591860805816,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 42:true_period_s,recovered_period_s",true=68.78831389407493; recovered=68.35591860805816,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0268,M1F05,Panel B,point 42,true=68.78831389407493; relative_error=0.006285882899857138,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 42:true_period_s,relative_period_error",true=68.78831389407493; relative_error=0.006285882899857138,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0269,M1F05,Panel A,point 43,true=50.8607231506127; recovered=50.98162248766416,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 43:true_period_s,recovered_period_s",true=50.8607231506127; recovered=50.98162248766416,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0270,M1F05,Panel B,point 43,true=50.8607231506127; relative_error=0.0023770668123110537,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 43:true_period_s,relative_period_error",true=50.8607231506127; relative_error=0.0023770668123110537,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0271,M1F05,Panel A,point 44,true=84.37285299851436; recovered=84.58869746909987,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 44:true_period_s,recovered_period_s",true=84.37285299851436; recovered=84.58869746909987,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0272,M1F05,Panel B,point 44,true=84.37285299851436; relative_error=0.0025582217847879285,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 44:true_period_s,relative_period_error",true=84.37285299851436; relative_error=0.0025582217847879285,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0273,M1F05,Panel A,point 45,true=45.57154354441323; recovered=46.05078481889298,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 45:true_period_s,recovered_period_s",true=45.57154354441323; recovered=46.05078481889298,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0274,M1F05,Panel B,point 45,true=45.57154354441323; relative_error=0.010516239679542284,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 45:true_period_s,relative_period_error",true=45.57154354441323; relative_error=0.010516239679542284,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0275,M1F05,Panel A,point 46,true=62.05553928278701; recovered=65.39132641393779,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 46:true_period_s,recovered_period_s",true=62.05553928278701; recovered=65.39132641393779,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0276,M1F05,Panel B,point 46,true=62.05553928278701; relative_error=0.05375486491140788,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 46:true_period_s,relative_period_error",true=62.05553928278701; relative_error=0.05375486491140788,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0277,M1F05,Panel A,point 47,true=67.84754608756512; recovered=68.41650876774229,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 47:true_period_s,recovered_period_s",true=67.84754608756512; recovered=68.41650876774229,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0278,M1F05,Panel B,point 47,true=67.84754608756512; relative_error=0.008385899166387727,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 47:true_period_s,relative_period_error",true=67.84754608756512; relative_error=0.008385899166387727,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0279,M1F05,Panel A,point 48,true=46.54402120293744; recovered=46.213147686678504,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 48:true_period_s,recovered_period_s",true=46.54402120293744; recovered=46.213147686678504,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0280,M1F05,Panel B,point 48,true=46.54402120293744; relative_error=0.007108829613502564,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 48:true_period_s,relative_period_error",true=46.54402120293744; relative_error=0.007108829613502564,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0281,M1F05,Panel A,point 49,true=67.88891693560252; recovered=68.19897170733584,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 49:true_period_s,recovered_period_s",true=67.88891693560252; recovered=68.19897170733584,direct source coordinate pair,EXACT_SOURCE_PAIR
