simulation_unit_id,background_realization_id,split,truth_state,evidence_plane,gap_quality_regime,n_samples,red_noise_alpha,qpp_fraction,true_period_s,qpp_phase_rad,signal_family,latent_offset,latent_length,latent_flux_sha256,retained_offset,retained_length,retained_time_sha256,retained_flux_sha256,retained_native_index_sha256,logical_payload_sha256,input_state,inadmissibility_reasons,primary_inadmissibility_reason,materialization_status
F3BBG_N060_A1_Q002_R086:NULL:PRIMARY,F3BBG_N060_A1_Q002_R086,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,83520,60,6c4868001a3cb0a72e46b99c515b4d41f834235745749b4baaa7f65fcb657aa7,83064,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,6c4868001a3cb0a72e46b99c515b4d41f834235745749b4baaa7f65fcb657aa7,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,749420f94107419898a4f6ab5e4f8735dbf57ee55e5380178eb5f7fdd65b7dae,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R086:POS:PRIMARY,F3BBG_N060_A1_Q002_R086,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.02,66.74132402117314,3.6153977499440604,STATIONARY_ENVELOPE_MODULATED_SINUSOID,83580,60,69583d2345e8c85bb21ab0bdfd7d724b5f995906bc1f2f9e738494f64303297a,83124,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,69583d2345e8c85bb21ab0bdfd7d724b5f995906bc1f2f9e738494f64303297a,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,8548ac9c74b34ea41dcfdf72497dee90b59b73342067ee48dfab14047145191e,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R087:NULL:PRIMARY,F3BBG_N060_A1_Q002_R087,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,83640,60,ead528b68583cea133962cd925aeb47e7681e0053de2e7de9f0d9e337140c1a6,83184,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,ead528b68583cea133962cd925aeb47e7681e0053de2e7de9f0d9e337140c1a6,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,b3779e779721fa509e209ad60478c2bba56cf055948d8c37d5c28c6b801466cd,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R087:POS:PRIMARY,F3BBG_N060_A1_Q002_R087,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.02,89.38232492834005,0.09239237961077397,STATIONARY_ENVELOPE_MODULATED_SINUSOID,83700,60,8b3d86cc095887731089f7fc37586e252bbcf34fb9240f6a1de45c1eceb7868d,83244,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,8b3d86cc095887731089f7fc37586e252bbcf34fb9240f6a1de45c1eceb7868d,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,5f61f2579eecb0cbbc1482a2e65b7e25d15fe3c3006c28b76a467ccac6fbe59d,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R089:NULL:PRIMARY,F3BBG_N060_A1_Q002_R089,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,83760,60,b02fc278bb50bc6625ba9d5bb90eda9309204b6e5cccf3f152b842b526c515de,83304,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,b02fc278bb50bc6625ba9d5bb90eda9309204b6e5cccf3f152b842b526c515de,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,19cb00a5ebaeaa9773ba5efc5f976c54330962f5b28802f760b1551d06aee510,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R089:POS:PRIMARY,F3BBG_N060_A1_Q002_R089,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.02,137.20391040579295,5.649045856284681,STATIONARY_ENVELOPE_MODULATED_SINUSOID,83820,60,c631f7fabd4fa693448bc12e652e41d8ebd0619cb39a5a56aca2421f2498a320,83364,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,c631f7fabd4fa693448bc12e652e41d8ebd0619cb39a5a56aca2421f2498a320,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,a20c3c8eb621ae4a51b0f0a9046033a04b1231717c98aa3830606dcae51e884a,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R091:NULL:PRIMARY,F3BBG_N060_A1_Q002_R091,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,83880,60,ba4d5c451cd006e8ed91c3027ff6e2c2252483c069a1303962ae02db2ff3966c,83424,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,ba4d5c451cd006e8ed91c3027ff6e2c2252483c069a1303962ae02db2ff3966c,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,69bc01aee543908261368de091947be61558dd10a3b74080334a2832ef81a667,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R091:POS:PRIMARY,F3BBG_N060_A1_Q002_R091,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.02,129.43791416714558,2.074263332732684,STATIONARY_ENVELOPE_MODULATED_SINUSOID,83940,60,01ea4dd253e3a07b59f30fc6bbd2a7ba75a9cca7e058eb32e3a105f7a35178aa,83484,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,01ea4dd253e3a07b59f30fc6bbd2a7ba75a9cca7e058eb32e3a105f7a35178aa,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,ae536d3d36c2d068dcc6dcb21c0be3de8dfa5ffad76cc85ba8017d86887b7181,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R096:NULL:INTERNALMASK,F3BBG_N060_A1_Q002_R096,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,84000,60,e9efcd9a9728de939270b92a64d7046a7f42bbb90e7f858d3d5a5023c5d478e9,83544,59,5c7b10cbfe66541f07b4bf299b12939403efce0ee883658ef6581d7d90890c9e,60af85aa112fb449670ec5ff31899efde4e7c893a84b653b387cb451b5165868,25bc4ecf9b0f3d16b675a467365c52bc2267b5f303a0cfebaec62e36f4e2116c,a2a75a40c83e5bd460dad3c91551c1ce169ee4aec1c59b3f00afe8a0e1a87a31,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N060_A1_Q002_R096:NULL:PEAKMASK,F3BBG_N060_A1_Q002_R096,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,84060,60,e9efcd9a9728de939270b92a64d7046a7f42bbb90e7f858d3d5a5023c5d478e9,83603,59,384dc70300b1f9881df046832bf7ef735751949f6ec46da293a55451ae4ff911,5f917f51ef4c2c8b7ee27c4355828e7111e2a30af3a1d88a2335d9f7cc56e5f4,a9cbe1a2ed0a977ef4501b0e40b8d334737720440f01fd47d7755bb39d7ee552,dbb4700d0adea49066f950d114c2d71f770a9a8cf03ee1f8e63287a35a595a82,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N060_A1_Q002_R096:NULL:PRIMARY,F3BBG_N060_A1_Q002_R096,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,84120,60,e9efcd9a9728de939270b92a64d7046a7f42bbb90e7f858d3d5a5023c5d478e9,83662,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,e9efcd9a9728de939270b92a64d7046a7f42bbb90e7f858d3d5a5023c5d478e9,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,0283ab66722b48cd3beb357fbf68480e0ea683ad512fe129c4a74efea45f52cc,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R096:POS:INTERNALMASK,F3BBG_N060_A1_Q002_R096,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,60,1.0,0.02,42.81651957086307,4.417227058046366,STATIONARY_ENVELOPE_MODULATED_SINUSOID,84180,60,75be8a53fb720fccbbaa2ee46d935e1d4a3af4bce7639eab3469d177e84bdc92,83722,59,5c7b10cbfe66541f07b4bf299b12939403efce0ee883658ef6581d7d90890c9e,69b55b1eda26d84d2655d27bcd5d6d0c93c1af37c8351d62f25ed2322cce98d0,25bc4ecf9b0f3d16b675a467365c52bc2267b5f303a0cfebaec62e36f4e2116c,755be7a0fd42525d74f95041247b0e3ba77fc851a4b72e6228e67d1478563eca,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N060_A1_Q002_R096:POS:PEAKMASK,F3BBG_N060_A1_Q002_R096,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,60,1.0,0.02,42.81651957086307,4.417227058046366,STATIONARY_ENVELOPE_MODULATED_SINUSOID,84240,60,75be8a53fb720fccbbaa2ee46d935e1d4a3af4bce7639eab3469d177e84bdc92,83781,59,384dc70300b1f9881df046832bf7ef735751949f6ec46da293a55451ae4ff911,237daf3c42571f2921f01d849df92c9baa7faa699d688b96efedcdd2f64f8fdf,a9cbe1a2ed0a977ef4501b0e40b8d334737720440f01fd47d7755bb39d7ee552,451e01f505933db768dd3a343c71b65a7ae97af9e082e4d6637b2499efe66859,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N060_A1_Q002_R096:POS:PRIMARY,F3BBG_N060_A1_Q002_R096,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.02,42.81651957086307,4.417227058046366,STATIONARY_ENVELOPE_MODULATED_SINUSOID,84300,60,75be8a53fb720fccbbaa2ee46d935e1d4a3af4bce7639eab3469d177e84bdc92,83840,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,75be8a53fb720fccbbaa2ee46d935e1d4a3af4bce7639eab3469d177e84bdc92,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,4a2ddd547c5bbe9a3be95e1a1b3b4d2e9ff017a11a815b54ad1a34be002df063,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R097:NULL:PRIMARY,F3BBG_N060_A1_Q002_R097,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,84360,60,21ad89dcd60f690b40f60cbeacda7af3221c900a3bab4cc50c8314621eca589d,83900,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,21ad89dcd60f690b40f60cbeacda7af3221c900a3bab4cc50c8314621eca589d,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,dc9cd3fde54af7dcbeb437edfaa755feedefc38810bfef54efec00ee6dde2c44,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R097:POS:PRIMARY,F3BBG_N060_A1_Q002_R097,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.02,57.89080663845372,3.1982871300439784,STATIONARY_ENVELOPE_MODULATED_SINUSOID,84420,60,692c791204f3d467252a1697fb54562158e4f388061959b03b1afe993d182796,83960,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,692c791204f3d467252a1697fb54562158e4f388061959b03b1afe993d182796,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,4cbabf3d2ba38d282d41dfac8667993e5a48e320959649e1b93f7c50dbbfc5fe,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R099:NULL:PRIMARY,F3BBG_N060_A1_Q002_R099,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,84480,60,60a5400172a312a65b6bcb7bd2e97482c6234da2114127fa8ff2695a932f2bda,84020,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,60a5400172a312a65b6bcb7bd2e97482c6234da2114127fa8ff2695a932f2bda,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,bf886daa7967f514d918552f1158a33b0e6abb68c0da6e702740524354571597,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q002_R099:POS:PRIMARY,F3BBG_N060_A1_Q002_R099,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.02,73.69211379781541,3.6065885661318213,STATIONARY_ENVELOPE_MODULATED_SINUSOID,84540,60,1e01545e4240652fe02a13875ab4d3632eeca08a97d132f070c1a706cf5156da,84080,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,1e01545e4240652fe02a13875ab4d3632eeca08a97d132f070c1a706cf5156da,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,52d9e51dd4cc4722542e8994961d3fbe2196e8c7b3986e68e6e73abfe83c80c3,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R009:NULL:PRIMARY,F3BBG_N060_A1_Q004_R009,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,84600,60,e4c396aacc6e056b7b54418249ec744a8dd433ea159c4388d67134a2c19e293c,84140,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,e4c396aacc6e056b7b54418249ec744a8dd433ea159c4388d67134a2c19e293c,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,b11ebd4c1af0ddb5da129364a3b1198927cc770d59044aa03793b87170dbaa2f,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R009:POS:PRIMARY,F3BBG_N060_A1_Q004_R009,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.04,288.1613120269257,4.747348481225619,STATIONARY_ENVELOPE_MODULATED_SINUSOID,84660,60,be757f5de176d2e67aeccf025f20c4e92584f0b662e1bbae7cca3ee67979b7f9,84200,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,be757f5de176d2e67aeccf025f20c4e92584f0b662e1bbae7cca3ee67979b7f9,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,6ade9c562071e56cf08e82fbd484bf95dea01afb18688bfe7c30bef6ffdf9825,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R010:NULL:PRIMARY,F3BBG_N060_A1_Q004_R010,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,84720,60,3a4a7dc1be7444a7926d6ff1fc556bebd291413dc9324d032e3fe81a38aafa24,84260,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,3a4a7dc1be7444a7926d6ff1fc556bebd291413dc9324d032e3fe81a38aafa24,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,93b2ccf2f10e619bc1fc89b1eee363c2a96dd1ceb2616bf9957610b7e61b8902,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R010:POS:PRIMARY,F3BBG_N060_A1_Q004_R010,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.04,81.03108096909634,1.6365140210856204,STATIONARY_ENVELOPE_MODULATED_SINUSOID,84780,60,c10248155d537d830893056905c7479d231fa509d9f69fa9714590e7af7c445f,84320,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,c10248155d537d830893056905c7479d231fa509d9f69fa9714590e7af7c445f,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,0dfaa6ee0c9d8598b4000924c9d6b75b88f406b967095f6f58624dfe31d8cbd9,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R011:NULL:PRIMARY,F3BBG_N060_A1_Q004_R011,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,84840,60,a5844046d5a206b3b70b0cbc73ab485fda362658caed0e78a5e0e8969a5d3142,84380,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,a5844046d5a206b3b70b0cbc73ab485fda362658caed0e78a5e0e8969a5d3142,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,15cc1662c94d72e752dbc0d9b8ad9a9a98fd90c8f54a07c5f9d5c4ffb63470da,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R011:POS:PRIMARY,F3BBG_N060_A1_Q004_R011,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.04,127.75060083715545,2.201833616602833,STATIONARY_ENVELOPE_MODULATED_SINUSOID,84900,60,b1dc4cccfd3efe72b5c0f1e38cdcf49a58c5a53070bf5224358fdb9f0d4525a4,84440,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,b1dc4cccfd3efe72b5c0f1e38cdcf49a58c5a53070bf5224358fdb9f0d4525a4,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,8b2769bf916528847ec0ca5b8876f39451031efd504dab9634440d2860b4ca40,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R012:NULL:PRIMARY,F3BBG_N060_A1_Q004_R012,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,84960,60,d5667a9749c8456774dee3bcffc60c135106901e47cda217d21ef0a9018934cf,84500,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,d5667a9749c8456774dee3bcffc60c135106901e47cda217d21ef0a9018934cf,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,acfae554ec0d7ebd4311e3401ec98961920d5a30e46a531c964c3345cfbf158c,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R012:POS:PRIMARY,F3BBG_N060_A1_Q004_R012,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.04,65.35313663067501,0.5217528229571442,STATIONARY_ENVELOPE_MODULATED_SINUSOID,85020,60,20640f96be37ff3e868c3b7a3899fb6f162596a46cefc95ebc42f59ed12e7345,84560,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,20640f96be37ff3e868c3b7a3899fb6f162596a46cefc95ebc42f59ed12e7345,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,8b5e9eac0b7b963b0cd8c11299185e446b2b12efd803daab20282662b21ec4a5,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R015:NULL:PRIMARY,F3BBG_N060_A1_Q004_R015,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,85080,60,e73a0b9f00bcb187e9434f49c6023cfaff12f3fb405fb4fa40b7ed67852e77c6,84620,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,e73a0b9f00bcb187e9434f49c6023cfaff12f3fb405fb4fa40b7ed67852e77c6,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,cefce13afb9f678defd035c3228cdeb24ed6664ee5626e8329854e4faa228aac,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R015:POS:PRIMARY,F3BBG_N060_A1_Q004_R015,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.04,201.63331379047833,1.923697266126983,STATIONARY_ENVELOPE_MODULATED_SINUSOID,85140,60,83b52d150ad4fca716b83fa6bb7e8fe4560c307082dd2ac3e335ed2e20b3f674,84680,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,83b52d150ad4fca716b83fa6bb7e8fe4560c307082dd2ac3e335ed2e20b3f674,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,f7e5ffc1d357628f7641c37b23f569c5e07082f2645a85cb6fdcc497cbdb27f9,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R016:NULL:PRIMARY,F3BBG_N060_A1_Q004_R016,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,85200,60,a4674811856f63e04a1bc783b21c2a2ee3062786819cffe0b75687aedf87b0a8,84740,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,a4674811856f63e04a1bc783b21c2a2ee3062786819cffe0b75687aedf87b0a8,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,50a83b2ebac05aab1285bb29122a17d8d6e57ec7bc19f431615154a9e9d33a54,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R016:POS:PRIMARY,F3BBG_N060_A1_Q004_R016,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.04,148.36230355921506,3.0823437635165822,STATIONARY_ENVELOPE_MODULATED_SINUSOID,85260,60,a51ccb3a6349408eae62a0488a4aa4eceae590bcdef8d74a4f59af47d7aefbae,84800,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,a51ccb3a6349408eae62a0488a4aa4eceae590bcdef8d74a4f59af47d7aefbae,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,4c442576ae059aa6fdd24e830f1210d557e4b23974bf11c2da47205bb789d0fb,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R018:NULL:PRIMARY,F3BBG_N060_A1_Q004_R018,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,85320,60,29b7231a4d1f5d0cdbe50910882ca573e7379208db8031cb7f6fd7812276e6e4,84860,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,29b7231a4d1f5d0cdbe50910882ca573e7379208db8031cb7f6fd7812276e6e4,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,a5b9601fb39e73c396ddb4d6a7cb5e693750246356c65965435d005f1c68f078,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N060_A1_Q004_R018:POS:PRIMARY,F3BBG_N060_A1_Q004_R018,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,60,1.0,0.04,89.31127051014312,0.8864310733360066,STATIONARY_ENVELOPE_MODULATED_SINUSOID,85380,60,6dc30a47dadcf889455b18e69f194c5cf7207c8decaffed10b063ff705e53ef9,84920,60,0fb3bcf8972317f3933dc34a9fc8dcfa18003b7acdfa76628a25b5b624b5634c,6dc30a47dadcf889455b18e69f194c5cf7207c8decaffed10b063ff705e53ef9,0e303f8413645bd88462259afc735c24c8dd828548b1daa7d19af97f06845fb5,4eff42d600aa8c5cc70c271b65345647e0b33cbfdabafe43278841f613871498,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
