rendered_value_id,artifact_id,location,displayed_value,original_M1_2_value,source_id,frozen_source_value,display_only_transformation,numeric_identity,status
M1RV0340,M1F05,Panel B,true=55.0606486099216; relative_error=0.0005979594258876474,true=55.0606486099216; relative_error=0.0005979594258876474,M1S044,true=55.0606486099216; relative_error=0.0005979594258876474,direct source coordinate pair,true,PASS
M1RV0341,M1F05,Panel A,true=57.12046792685906; recovered=56.61573778692994,true=57.12046792685906; recovered=56.61573778692994,M1S044,true=57.12046792685906; recovered=56.61573778692994,direct source coordinate pair,true,PASS
M1RV0342,M1F05,Panel B,true=57.12046792685906; relative_error=0.00883623958710224,true=57.12046792685906; relative_error=0.00883623958710224,M1S044,true=57.12046792685906; relative_error=0.00883623958710224,direct source coordinate pair,true,PASS
M1RV0343,M1F05,Panel A,true=54.116639493231744; recovered=55.07157895098556,true=54.116639493231744; recovered=55.07157895098556,M1S044,true=54.116639493231744; recovered=55.07157895098556,direct source coordinate pair,true,PASS
M1RV0344,M1F05,Panel B,true=54.116639493231744; relative_error=0.017645948948349775,true=54.116639493231744; relative_error=0.017645948948349775,M1S044,true=54.116639493231744; relative_error=0.017645948948349775,direct source coordinate pair,true,PASS
M1RV0345,M1F05,Panel A,true=56.27355784141354; recovered=56.871617269534916,true=56.27355784141354; recovered=56.871617269534916,M1S044,true=56.27355784141354; recovered=56.871617269534916,direct source coordinate pair,true,PASS
M1RV0346,M1F05,Panel B,true=56.27355784141354; relative_error=0.010627716658804229,true=56.27355784141354; relative_error=0.010627716658804229,M1S044,true=56.27355784141354; relative_error=0.010627716658804229,direct source coordinate pair,true,PASS
M1RV0347,M1F05,Panel A,true=54.751651313351715; recovered=55.60919866612936,true=54.751651313351715; recovered=55.60919866612936,M1S044,true=54.751651313351715; recovered=55.60919866612936,direct source coordinate pair,true,PASS
M1RV0348,M1F05,Panel B,true=54.751651313351715; relative_error=0.015662492951486976,true=54.751651313351715; relative_error=0.015662492951486976,M1S044,true=54.751651313351715; relative_error=0.015662492951486976,direct source coordinate pair,true,PASS
M1RV0349,M1F05,Panel A,true=79.32266277386628; recovered=80.35237067627585,true=79.32266277386628; recovered=80.35237067627585,M1S044,true=79.32266277386628; recovered=80.35237067627585,direct source coordinate pair,true,PASS
M1RV0350,M1F05,Panel B,true=79.32266277386628; relative_error=0.012981257391031733,true=79.32266277386628; relative_error=0.012981257391031733,M1S044,true=79.32266277386628; relative_error=0.012981257391031733,direct source coordinate pair,true,PASS
M1RV0351,M1F05,Panel A,true=147.91522728546968; recovered=150.31530970786403,true=147.91522728546968; recovered=150.31530970786403,M1S044,true=147.91522728546968; recovered=150.31530970786403,direct source coordinate pair,true,PASS
M1RV0352,M1F05,Panel B,true=147.91522728546968; relative_error=0.01622606723080848,true=147.91522728546968; relative_error=0.01622606723080848,M1S044,true=147.91522728546968; relative_error=0.01622606723080848,direct source coordinate pair,true,PASS
M1RV0353,M1F05,Panel A,true=82.82143865809552; recovered=83.67231040430168,true=82.82143865809552; recovered=83.67231040430168,M1S044,true=82.82143865809552; recovered=83.67231040430168,direct source coordinate pair,true,PASS
M1RV0354,M1F05,Panel B,true=82.82143865809552; relative_error=0.01027356877630134,true=82.82143865809552; relative_error=0.01027356877630134,M1S044,true=82.82143865809552; relative_error=0.01027356877630134,direct source coordinate pair,true,PASS
M1RV0355,M1F05,Panel A,true=40.03303632609882; recovered=40.0,true=40.03303632609882; recovered=40.0,M1S044,true=40.03303632609882; recovered=40.0,direct source coordinate pair,true,PASS
M1RV0356,M1F05,Panel B,true=40.03303632609882; relative_error=0.0008252265911011857,true=40.03303632609882; relative_error=0.0008252265911011857,M1S044,true=40.03303632609882; relative_error=0.0008252265911011857,direct source coordinate pair,true,PASS
M1RV0357,M1F05,Panel A,true=50.102091062788325; recovered=49.66802816940476,true=50.102091062788325; recovered=49.66802816940476,M1S044,true=50.102091062788325; recovered=49.66802816940476,direct source coordinate pair,true,PASS
M1RV0358,M1F05,Panel B,true=50.102091062788325; relative_error=0.008663568409541987,true=50.102091062788325; relative_error=0.008663568409541987,M1S044,true=50.102091062788325; relative_error=0.008663568409541987,direct source coordinate pair,true,PASS
M1RV0359,M1F05,Panel A,true=61.73520493377487; recovered=60.80179663425461,true=61.73520493377487; recovered=60.80179663425461,M1S044,true=61.73520493377487; recovered=60.80179663425461,direct source coordinate pair,true,PASS
M1RV0360,M1F05,Panel B,true=61.73520493377487; relative_error=0.015119546464963602,true=61.73520493377487; relative_error=0.015119546464963602,M1S044,true=61.73520493377487; relative_error=0.015119546464963602,direct source coordinate pair,true,PASS
M1RV0361,M1F05,Panel A,true=44.58862137211922; recovered=45.48037801810579,true=44.58862137211922; recovered=45.48037801810579,M1S044,true=44.58862137211922; recovered=45.48037801810579,direct source coordinate pair,true,PASS
M1RV0362,M1F05,Panel B,true=44.58862137211922; relative_error=0.019999646065401205,true=44.58862137211922; relative_error=0.019999646065401205,M1S044,true=44.58862137211922; relative_error=0.019999646065401205,direct source coordinate pair,true,PASS
M1RV0363,M1F05,Panel A,true=47.449771208196864; recovered=47.00135301804808,true=47.449771208196864; recovered=47.00135301804808,M1S044,true=47.449771208196864; recovered=47.00135301804808,direct source coordinate pair,true,PASS
M1RV0364,M1F05,Panel B,true=47.449771208196864; relative_error=0.009450376234297255,true=47.449771208196864; relative_error=0.009450376234297255,M1S044,true=47.449771208196864; relative_error=0.009450376234297255,direct source coordinate pair,true,PASS
M1RV0365,M1F05,Panel A,true=50.530154647343615; recovered=50.693596191622106,true=50.530154647343615; recovered=50.693596191622106,M1S044,true=50.530154647343615; recovered=50.693596191622106,direct source coordinate pair,true,PASS
M1RV0366,M1F05,Panel B,true=50.530154647343615; relative_error=0.003234534812314957,true=50.530154647343615; relative_error=0.003234534812314957,M1S044,true=50.530154647343615; relative_error=0.003234534812314957,direct source coordinate pair,true,PASS
M1RV0367,M1F05,Panel A,true=42.97610485816357; recovered=41.21133315819644,true=42.97610485816357; recovered=41.21133315819644,M1S044,true=42.97610485816357; recovered=41.21133315819644,direct source coordinate pair,true,PASS
M1RV0368,M1F05,Panel B,true=42.97610485816357; relative_error=0.04106402164159615,true=42.97610485816357; relative_error=0.04106402164159615,M1S044,true=42.97610485816357; relative_error=0.04106402164159615,direct source coordinate pair,true,PASS
M1RV0369,M1F05,Panel A,true=46.250517117317536; recovered=47.01778363670819,true=46.250517117317536; recovered=47.01778363670819,M1S044,true=46.250517117317536; recovered=47.01778363670819,direct source coordinate pair,true,PASS
M1RV0370,M1F05,Panel B,true=46.250517117317536; relative_error=0.01658936088096982,true=46.250517117317536; relative_error=0.01658936088096982,M1S044,true=46.250517117317536; relative_error=0.01658936088096982,direct source coordinate pair,true,PASS
M1RV0371,M1F05,Panel A,true=48.655514233474754; recovered=48.786187295728055,true=48.655514233474754; recovered=48.786187295728055,M1S044,true=48.655514233474754; recovered=48.786187295728055,direct source coordinate pair,true,PASS
M1RV0372,M1F05,Panel B,true=48.655514233474754; relative_error=0.002685678371957244,true=48.655514233474754; relative_error=0.002685678371957244,M1S044,true=48.655514233474754; relative_error=0.002685678371957244,direct source coordinate pair,true,PASS
M1RV0373,M1F05,Panel A,true=40.10756003744539; recovered=40.0,true=40.10756003744539; recovered=40.0,M1S044,true=40.10756003744539; recovered=40.0,direct source coordinate pair,true,PASS
M1RV0374,M1F05,Panel B,true=40.10756003744539; relative_error=0.0026817896013860676,true=40.10756003744539; relative_error=0.0026817896013860676,M1S044,true=40.10756003744539; relative_error=0.0026817896013860676,direct source coordinate pair,true,PASS
M1RV0375,M1F05,Panel A,true=50.29110263102367; recovered=50.20968738502884,true=50.29110263102367; recovered=50.20968738502884,M1S044,true=50.29110263102367; recovered=50.20968738502884,direct source coordinate pair,true,PASS
M1RV0376,M1F05,Panel B,true=50.29110263102367; relative_error=0.0016188797169979425,true=50.29110263102367; relative_error=0.0016188797169979425,M1S044,true=50.29110263102367; relative_error=0.0016188797169979425,direct source coordinate pair,true,PASS
M1RV0377,M1F05,Panel A,true=49.80086170056648; recovered=51.11160315849428,true=49.80086170056648; recovered=51.11160315849428,M1S044,true=49.80086170056648; recovered=51.11160315849428,direct source coordinate pair,true,PASS
M1RV0378,M1F05,Panel B,true=49.80086170056648; relative_error=0.026319654182065985,true=49.80086170056648; relative_error=0.026319654182065985,M1S044,true=49.80086170056648; relative_error=0.026319654182065985,direct source coordinate pair,true,PASS
M1RV0379,M1F05,Panel A,true=60.037814323358845; recovered=60.61359566009634,true=60.037814323358845; recovered=60.61359566009634,M1S044,true=60.037814323358845; recovered=60.61359566009634,direct source coordinate pair,true,PASS
M1RV0380,M1F05,Panel B,true=60.037814323358845; relative_error=0.009590311426668203,true=60.037814323358845; relative_error=0.009590311426668203,M1S044,true=60.037814323358845; relative_error=0.009590311426668203,direct source coordinate pair,true,PASS
M1RV0381,M1F05,Panel A,true=40.587751440174436; recovered=40.0,true=40.587751440174436; recovered=40.0,M1S044,true=40.587751440174436; recovered=40.0,direct source coordinate pair,true,PASS
M1RV0382,M1F05,Panel B,true=40.587751440174436; relative_error=0.014481005212638367,true=40.587751440174436; relative_error=0.014481005212638367,M1S044,true=40.587751440174436; relative_error=0.014481005212638367,direct source coordinate pair,true,PASS
M1RV0383,M1F05,Panel A,true=70.76264481790481; recovered=72.81517108889095,true=70.76264481790481; recovered=72.81517108889095,M1S044,true=70.76264481790481; recovered=72.81517108889095,direct source coordinate pair,true,PASS
M1RV0384,M1F05,Panel B,true=70.76264481790481; relative_error=0.02900578795871677,true=70.76264481790481; relative_error=0.02900578795871677,M1S044,true=70.76264481790481; relative_error=0.02900578795871677,direct source coordinate pair,true,PASS
M1RV0385,M1F05,Panel A,true=77.52216747806456; recovered=79.90770583516174,true=77.52216747806456; recovered=79.90770583516174,M1S044,true=77.52216747806456; recovered=79.90770583516174,direct source coordinate pair,true,PASS
M1RV0386,M1F05,Panel B,true=77.52216747806456; relative_error=0.030772338218899516,true=77.52216747806456; relative_error=0.030772338218899516,M1S044,true=77.52216747806456; relative_error=0.030772338218899516,direct source coordinate pair,true,PASS
M1RV0387,M1F05,Panel A,true=47.715161847828696; recovered=48.900509819511356,true=47.715161847828696; recovered=48.900509819511356,M1S044,true=47.715161847828696; recovered=48.900509819511356,direct source coordinate pair,true,PASS
M1RV0388,M1F05,Panel B,true=47.715161847828696; relative_error=0.024842166007168216,true=47.715161847828696; relative_error=0.024842166007168216,M1S044,true=47.715161847828696; relative_error=0.024842166007168216,direct source coordinate pair,true,PASS
M1RV0389,M1F05,Panel A,true=63.20090429363795; recovered=65.03048181725258,true=63.20090429363795; recovered=65.03048181725258,M1S044,true=63.20090429363795; recovered=65.03048181725258,direct source coordinate pair,true,PASS
M1RV0390,M1F05,Panel B,true=63.20090429363795; relative_error=0.02894859724022657,true=63.20090429363795; relative_error=0.02894859724022657,M1S044,true=63.20090429363795; relative_error=0.02894859724022657,direct source coordinate pair,true,PASS
M1RV0391,M1F05,Panel A,true=44.3208093597128; recovered=43.43820213602214,true=44.3208093597128; recovered=43.43820213602214,M1S044,true=44.3208093597128; recovered=43.43820213602214,direct source coordinate pair,true,PASS
M1RV0392,M1F05,Panel B,true=44.3208093597128; relative_error=0.019914059252106917,true=44.3208093597128; relative_error=0.019914059252106917,M1S044,true=44.3208093597128; relative_error=0.019914059252106917,direct source coordinate pair,true,PASS
M1RV0393,M1F05,Panel A,true=44.65366349358203; recovered=43.97034118741542,true=44.65366349358203; recovered=43.97034118741542,M1S044,true=44.65366349358203; recovered=43.97034118741542,direct source coordinate pair,true,PASS
M1RV0394,M1F05,Panel B,true=44.65366349358203; relative_error=0.015302715448304064,true=44.65366349358203; relative_error=0.015302715448304064,M1S044,true=44.65366349358203; relative_error=0.015302715448304064,direct source coordinate pair,true,PASS
M1RV0395,M1F05,Panel A,true=99.54053013117922; recovered=97.70100674607001,true=99.54053013117922; recovered=97.70100674607001,M1S044,true=99.54053013117922; recovered=97.70100674607001,direct source coordinate pair,true,PASS
M1RV0396,M1F05,Panel B,true=99.54053013117922; relative_error=0.018480144547000164,true=99.54053013117922; relative_error=0.018480144547000164,M1S044,true=99.54053013117922; relative_error=0.018480144547000164,direct source coordinate pair,true,PASS
M1RV0397,M1F05,Panel A,true=75.927830437514; recovered=77.65926070674315,true=75.927830437514; recovered=77.65926070674315,M1S044,true=75.927830437514; recovered=77.65926070674315,direct source coordinate pair,true,PASS
M1RV0398,M1F05,Panel B,true=75.927830437514; relative_error=0.0228036315439575,true=75.927830437514; relative_error=0.0228036315439575,M1S044,true=75.927830437514; relative_error=0.0228036315439575,direct source coordinate pair,true,PASS
M1RV0399,M1F05,Panel A,true=62.81838293604479; recovered=64.31907614411826,true=62.81838293604479; recovered=64.31907614411826,M1S044,true=62.81838293604479; recovered=64.31907614411826,direct source coordinate pair,true,PASS
M1RV0400,M1F05,Panel B,true=62.81838293604479; relative_error=0.023889395714011226,true=62.81838293604479; relative_error=0.023889395714011226,M1S044,true=62.81838293604479; relative_error=0.023889395714011226,direct source coordinate pair,true,PASS
M1RV0401,M1F05,Panel A,true=57.37549262552661; recovered=57.41744382826363,true=57.37549262552661; recovered=57.41744382826363,M1S044,true=57.37549262552661; recovered=57.41744382826363,direct source coordinate pair,true,PASS
M1RV0402,M1F05,Panel B,true=57.37549262552661; relative_error=0.0007311693689642186,true=57.37549262552661; relative_error=0.0007311693689642186,M1S044,true=57.37549262552661; relative_error=0.0007311693689642186,direct source coordinate pair,true,PASS
M1RV0403,M1F05,Panel A,true=46.923605648858754; recovered=47.77767346383567,true=46.923605648858754; recovered=47.77767346383567,M1S044,true=46.923605648858754; recovered=47.77767346383567,direct source coordinate pair,true,PASS
M1RV0404,M1F05,Panel B,true=46.923605648858754; relative_error=0.018201240146976792,true=46.923605648858754; relative_error=0.018201240146976792,M1S044,true=46.923605648858754; relative_error=0.018201240146976792,direct source coordinate pair,true,PASS
M1RV0405,M1F05,Panel A,true=56.23548121927997; recovered=56.04211603553087,true=56.23548121927997; recovered=56.04211603553087,M1S044,true=56.23548121927997; recovered=56.04211603553087,direct source coordinate pair,true,PASS
M1RV0406,M1F05,Panel B,true=56.23548121927997; relative_error=0.0034384907812046476,true=56.23548121927997; relative_error=0.0034384907812046476,M1S044,true=56.23548121927997; relative_error=0.0034384907812046476,direct source coordinate pair,true,PASS
M1RV0407,M1F05,Panel A,true=48.481641650957904; recovered=49.57904293516339,true=48.481641650957904; recovered=49.57904293516339,M1S044,true=48.481641650957904; recovered=49.57904293516339,direct source coordinate pair,true,PASS
M1RV0408,M1F05,Panel B,true=48.481641650957904; relative_error=0.022635398613483345,true=48.481641650957904; relative_error=0.022635398613483345,M1S044,true=48.481641650957904; relative_error=0.022635398613483345,direct source coordinate pair,true,PASS
M1RV0409,M1F05,Panel A,true=71.0627010314957; recovered=70.12606451487102,true=71.0627010314957; recovered=70.12606451487102,M1S044,true=71.0627010314957; recovered=70.12606451487102,direct source coordinate pair,true,PASS
M1RV0410,M1F05,Panel B,true=71.0627010314957; relative_error=0.01318042380924363,true=71.0627010314957; relative_error=0.01318042380924363,M1S044,true=71.0627010314957; relative_error=0.01318042380924363,direct source coordinate pair,true,PASS
M1RV0411,M1F05,Panel A,true=76.2340616423353; recovered=75.14332640828863,true=76.2340616423353; recovered=75.14332640828863,M1S044,true=76.2340616423353; recovered=75.14332640828863,direct source coordinate pair,true,PASS
M1RV0412,M1F05,Panel B,true=76.2340616423353; relative_error=0.014307715088880353,true=76.2340616423353; relative_error=0.014307715088880353,M1S044,true=76.2340616423353; relative_error=0.014307715088880353,direct source coordinate pair,true,PASS
M1RV0413,M1F05,Panel A,true=94.39271871048345; recovered=93.25465451197327,true=94.39271871048345; recovered=93.25465451197327,M1S044,true=94.39271871048345; recovered=93.25465451197327,direct source coordinate pair,true,PASS
M1RV0414,M1F05,Panel B,true=94.39271871048345; relative_error=0.012056694775375541,true=94.39271871048345; relative_error=0.012056694775375541,M1S044,true=94.39271871048345; relative_error=0.012056694775375541,direct source coordinate pair,true,PASS
M1RV0415,M1F05,Panel A,true=46.20131807445682; recovered=45.85984667648258,true=46.20131807445682; recovered=45.85984667648258,M1S044,true=46.20131807445682; recovered=45.85984667648258,direct source coordinate pair,true,PASS
M1RV0416,M1F05,Panel B,true=46.20131807445682; relative_error=0.007390944938495748,true=46.20131807445682; relative_error=0.007390944938495748,M1S044,true=46.20131807445682; relative_error=0.007390944938495748,direct source coordinate pair,true,PASS
M1RV0417,M1F05,Panel A,true=41.33247616628348; recovered=40.0,true=41.33247616628348; recovered=40.0,M1S044,true=41.33247616628348; recovered=40.0,direct source coordinate pair,true,PASS
M1RV0418,M1F05,Panel B,true=41.33247616628348; relative_error=0.03223799515235505,true=41.33247616628348; relative_error=0.03223799515235505,M1S044,true=41.33247616628348; relative_error=0.03223799515235505,direct source coordinate pair,true,PASS
M1RV0419,M1F05,Panel A,true=48.773533532389415; recovered=48.266833433741574,true=48.773533532389415; recovered=48.266833433741574,M1S044,true=48.773533532389415; recovered=48.266833433741574,direct source coordinate pair,true,PASS
M1RV0420,M1F05,Panel B,true=48.773533532389415; relative_error=0.010388833081190483,true=48.773533532389415; relative_error=0.010388833081190483,M1S044,true=48.773533532389415; relative_error=0.010388833081190483,direct source coordinate pair,true,PASS
M1RV0421,M1F05,Panel A,true=47.408112434411485; recovered=48.595475225128695,true=47.408112434411485; recovered=48.595475225128695,M1S044,true=47.408112434411485; recovered=48.595475225128695,direct source coordinate pair,true,PASS
M1RV0422,M1F05,Panel B,true=47.408112434411485; relative_error=0.025045561397533184,true=47.408112434411485; relative_error=0.025045561397533184,M1S044,true=47.408112434411485; relative_error=0.025045561397533184,direct source coordinate pair,true,PASS
M1RV0423,M1F05,Panel A,true=79.939148106013; recovered=82.3110462796862,true=79.939148106013; recovered=82.3110462796862,M1S044,true=79.939148106013; recovered=82.3110462796862,direct source coordinate pair,true,PASS
M1RV0424,M1F05,Panel B,true=79.939148106013; relative_error=0.02967129660335708,true=79.939148106013; relative_error=0.02967129660335708,M1S044,true=79.939148106013; relative_error=0.02967129660335708,direct source coordinate pair,true,PASS
M1RV0425,M1F05,Panel A,true=57.78220412142459; recovered=59.441326693239496,true=57.78220412142459; recovered=59.441326693239496,M1S044,true=57.78220412142459; recovered=59.441326693239496,direct source coordinate pair,true,PASS
M1RV0426,M1F05,Panel B,true=57.78220412142459; relative_error=0.028713383247347124,true=57.78220412142459; relative_error=0.028713383247347124,M1S044,true=57.78220412142459; relative_error=0.028713383247347124,direct source coordinate pair,true,PASS
M1RV0427,M1F05,Panel A,true=66.8242229579672; recovered=68.5676442320174,true=66.8242229579672; recovered=68.5676442320174,M1S044,true=66.8242229579672; recovered=68.5676442320174,direct source coordinate pair,true,PASS
M1RV0428,M1F05,Panel B,true=66.8242229579672; relative_error=0.026089660259077427,true=66.8242229579672; relative_error=0.026089660259077427,M1S044,true=66.8242229579672; relative_error=0.026089660259077427,direct source coordinate pair,true,PASS
M1RV0429,M1F05,Panel A,true=123.0112453966247; recovered=123.21436703598471,true=123.0112453966247; recovered=123.21436703598471,M1S044,true=123.0112453966247; recovered=123.21436703598471,direct source coordinate pair,true,PASS
M1RV0430,M1F05,Panel B,true=123.0112453966247; relative_error=0.0016512444752923346,true=123.0112453966247; relative_error=0.0016512444752923346,M1S044,true=123.0112453966247; relative_error=0.0016512444752923346,direct source coordinate pair,true,PASS
M1RV0431,M1F05,Panel A,true=116.8625612402579; recovered=115.9675956722372,true=116.8625612402579; recovered=115.9675956722372,M1S044,true=116.8625612402579; recovered=115.9675956722372,direct source coordinate pair,true,PASS
M1RV0432,M1F05,Panel B,true=116.8625612402579; relative_error=0.007658274459522992,true=116.8625612402579; relative_error=0.007658274459522992,M1S044,true=116.8625612402579; relative_error=0.007658274459522992,direct source coordinate pair,true,PASS
M1RV0433,M1F05,Panel A,true=82.81438134030883; recovered=85.18444517541256,true=82.81438134030883; recovered=85.18444517541256,M1S044,true=82.81438134030883; recovered=85.18444517541256,direct source coordinate pair,true,PASS
M1RV0434,M1F05,Panel B,true=82.81438134030883; relative_error=0.02861898859528324,true=82.81438134030883; relative_error=0.02861898859528324,M1S044,true=82.81438134030883; relative_error=0.02861898859528324,direct source coordinate pair,true,PASS
M1RV0435,M1F05,Panel A,true=67.82293568550072; recovered=69.66585423683289,true=67.82293568550072; recovered=69.66585423683289,M1S044,true=67.82293568550072; recovered=69.66585423683289,direct source coordinate pair,true,PASS
M1RV0436,M1F05,Panel B,true=67.82293568550072; relative_error=0.02717249751437909,true=67.82293568550072; relative_error=0.02717249751437909,M1S044,true=67.82293568550072; relative_error=0.02717249751437909,direct source coordinate pair,true,PASS
M1RV0437,M1F05,Panel A,true=65.71871865183611; recovered=67.62563111592321,true=65.71871865183611; recovered=67.62563111592321,M1S044,true=65.71871865183611; recovered=67.62563111592321,direct source coordinate pair,true,PASS
M1RV0438,M1F05,Panel B,true=65.71871865183611; relative_error=0.02901627577660969,true=65.71871865183611; relative_error=0.02901627577660969,M1S044,true=65.71871865183611; relative_error=0.02901627577660969,direct source coordinate pair,true,PASS
M1RV0439,M1F05,Panel A,true=106.97804456380233; recovered=108.16931963012833,true=106.97804456380233; recovered=108.16931963012833,M1S044,true=106.97804456380233; recovered=108.16931963012833,direct source coordinate pair,true,PASS
M1RV0440,M1F05,Panel B,true=106.97804456380233; relative_error=0.011135696779496811,true=106.97804456380233; relative_error=0.011135696779496811,M1S044,true=106.97804456380233; relative_error=0.011135696779496811,direct source coordinate pair,true,PASS
M1RV0441,M1F05,Panel A,true=44.09472472258684; recovered=43.247617544300155,true=44.09472472258684; recovered=43.247617544300155,M1S044,true=44.09472472258684; recovered=43.247617544300155,direct source coordinate pair,true,PASS
M1RV0442,M1F05,Panel B,true=44.09472472258684; relative_error=0.019211077597515124,true=44.09472472258684; relative_error=0.019211077597515124,M1S044,true=44.09472472258684; relative_error=0.019211077597515124,direct source coordinate pair,true,PASS
M1RV0443,M1F05,Panel A,true=129.05266698239348; recovered=125.8976942381746,true=129.05266698239348; recovered=125.8976942381746,M1S044,true=129.05266698239348; recovered=125.8976942381746,direct source coordinate pair,true,PASS
M1RV0444,M1F05,Panel B,true=129.05266698239348; relative_error=0.024447171980175434,true=129.05266698239348; relative_error=0.024447171980175434,M1S044,true=129.05266698239348; relative_error=0.024447171980175434,direct source coordinate pair,true,PASS
M1RV0445,M1F05,Panel A,true=77.07880794293158; recovered=77.49114442890172,true=77.07880794293158; recovered=77.49114442890172,M1S044,true=77.07880794293158; recovered=77.49114442890172,direct source coordinate pair,true,PASS
M1RV0446,M1F05,Panel B,true=77.07880794293158; relative_error=0.0053495441480547285,true=77.07880794293158; relative_error=0.0053495441480547285,M1S044,true=77.07880794293158; relative_error=0.0053495441480547285,direct source coordinate pair,true,PASS
M1RV0447,M1F05,Panel A,true=45.251304228053954; recovered=45.088967894167965,true=45.251304228053954; recovered=45.088967894167965,M1S044,true=45.251304228053954; recovered=45.088967894167965,direct source coordinate pair,true,PASS
M1RV0448,M1F05,Panel B,true=45.251304228053954; relative_error=0.0035874398905246805,true=45.251304228053954; relative_error=0.0035874398905246805,M1S044,true=45.251304228053954; relative_error=0.0035874398905246805,direct source coordinate pair,true,PASS
M1RV0449,M1F05,Panel A,true=65.36521448173762; recovered=66.1092062637071,true=65.36521448173762; recovered=66.1092062637071,M1S044,true=65.36521448173762; recovered=66.1092062637071,direct source coordinate pair,true,PASS
M1RV0450,M1F05,Panel B,true=65.36521448173762; relative_error=0.011382075127701657,true=65.36521448173762; relative_error=0.011382075127701657,M1S044,true=65.36521448173762; relative_error=0.011382075127701657,direct source coordinate pair,true,PASS
M1RV0451,M1F05,Panel A,true=64.06792105336238; recovered=64.51029613108679,true=64.06792105336238; recovered=64.51029613108679,M1S044,true=64.06792105336238; recovered=64.51029613108679,direct source coordinate pair,true,PASS
M1RV0452,M1F05,Panel B,true=64.06792105336238; relative_error=0.00690478277507945,true=64.06792105336238; relative_error=0.00690478277507945,M1S044,true=64.06792105336238; relative_error=0.00690478277507945,direct source coordinate pair,true,PASS
M1RV0453,M1F05,Panel A,true=86.1518664492675; recovered=86.5156281547472,true=86.1518664492675; recovered=86.5156281547472,M1S044,true=86.1518664492675; recovered=86.5156281547472,direct source coordinate pair,true,PASS
M1RV0454,M1F05,Panel B,true=86.1518664492675; relative_error=0.004222331105199128,true=86.1518664492675; relative_error=0.004222331105199128,M1S044,true=86.1518664492675; relative_error=0.004222331105199128,direct source coordinate pair,true,PASS
M1RV0455,M1F05,Panel A,true=45.00366274722606; recovered=45.47196717801435,true=45.00366274722606; recovered=45.47196717801435,M1S044,true=45.00366274722606; recovered=45.47196717801435,direct source coordinate pair,true,PASS
M1RV0456,M1F05,Panel B,true=45.00366274722606; relative_error=0.010405918145343829,true=45.00366274722606; relative_error=0.010405918145343829,M1S044,true=45.00366274722606; relative_error=0.010405918145343829,direct source coordinate pair,true,PASS
M1RV0457,M1F05,Panel A,true=77.58592105133305; recovered=79.68440005908458,true=77.58592105133305; recovered=79.68440005908458,M1S044,true=77.58592105133305; recovered=79.68440005908458,direct source coordinate pair,true,PASS
M1RV0458,M1F05,Panel B,true=77.58592105133305; relative_error=0.0270471624144685,true=77.58592105133305; relative_error=0.0270471624144685,M1S044,true=77.58592105133305; relative_error=0.0270471624144685,direct source coordinate pair,true,PASS
M1RV0459,M1F05,Panel A,true=102.25436237115416; recovered=103.4330513930903,true=102.25436237115416; recovered=103.4330513930903,M1S044,true=102.25436237115416; recovered=103.4330513930903,direct source coordinate pair,true,PASS
M1RV0460,M1F05,Panel B,true=102.25436237115416; relative_error=0.011527029210331701,true=102.25436237115416; relative_error=0.011527029210331701,M1S044,true=102.25436237115416; relative_error=0.011527029210331701,direct source coordinate pair,true,PASS
M1RV0461,M1F05,Panel A,true=123.203077234611; recovered=127.77664392002788,true=123.203077234611; recovered=127.77664392002788,M1S044,true=123.203077234611; recovered=127.77664392002788,direct source coordinate pair,true,PASS
M1RV0462,M1F05,Panel B,true=123.203077234611; relative_error=0.03712217899158157,true=123.203077234611; relative_error=0.03712217899158157,M1S044,true=123.203077234611; relative_error=0.03712217899158157,direct source coordinate pair,true,PASS
M1RV0463,M1F05,Panel A,true=73.7137537024731; recovered=75.1723374220206,true=73.7137537024731; recovered=75.1723374220206,M1S044,true=73.7137537024731; recovered=75.1723374220206,direct source coordinate pair,true,PASS
M1RV0464,M1F05,Panel B,true=73.7137537024731; relative_error=0.01978713125144473,true=73.7137537024731; relative_error=0.01978713125144473,M1S044,true=73.7137537024731; relative_error=0.01978713125144473,direct source coordinate pair,true,PASS
M1RV0465,M1F05,Panel A,true=100.85848369623993; recovered=102.15241783155192,true=100.85848369623993; recovered=102.15241783155192,M1S044,true=100.85848369623993; recovered=102.15241783155192,direct source coordinate pair,true,PASS
M1RV0466,M1F05,Panel B,true=100.85848369623993; relative_error=0.012829204722222336,true=100.85848369623993; relative_error=0.012829204722222336,M1S044,true=100.85848369623993; relative_error=0.012829204722222336,direct source coordinate pair,true,PASS
M1RV0467,M1F05,Panel A,true=48.19053723895287; recovered=47.62335466140529,true=48.19053723895287; recovered=47.62335466140529,M1S044,true=48.19053723895287; recovered=47.62335466140529,direct source coordinate pair,true,PASS
M1RV0468,M1F05,Panel B,true=48.19053723895287; relative_error=0.0117695840313049,true=48.19053723895287; relative_error=0.0117695840313049,M1S044,true=48.19053723895287; relative_error=0.0117695840313049,direct source coordinate pair,true,PASS
M1RV0469,M1F05,Panel A,true=76.34474351940526; recovered=76.04932191403239,true=76.34474351940526; recovered=76.04932191403239,M1S044,true=76.34474351940526; recovered=76.04932191403239,direct source coordinate pair,true,PASS
